CCLE_ID,depMapID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,OriginalSourceofCellLine,Characteristics,GrowthMedium,Supplements,FreezingMedium,DoublingTimefromVendor,DoublingTimeCalculatedhrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code,NameAstra
NCIH1573_LUNG,-916,"NCI-H1573",metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,35,caucasian,<undefined>,Caucasian,soft_tissue,<undefined>,CCLE,ATCC,"Adherent","DMEM/F12(1:1) +10 % FBS",".02 mg/ml insulin, .01 mg/ml transferrin, 25nM sodium selenite, 1ng/mL EGF,  50 nM hydrocortisone, 2 mM L-glutamine, 0.5 sodium pyruvate",5,<undefined>,118.2,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,337.2852014,LUAD,
NCIH508_LARGE_INTESTINE,-360,"NCI-H508",metastasis,large_intestine,caecum,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,55,caucasian,<undefined>,Caucasian,abdominal_wall,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,colorectal,colorectal,Colorectal:Carcinoma,94.03118402,COAD/READ,
NCIH1651_LUNG,-893,"NCI-H1651",primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,71,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"adherent","DMEM:F12 (1:1) + 10% FBS","0.02 mg/ml insulin, 0.01 mg/ml transferrin, 25 nM sodium selenite, 50 nM Hydrocortisone, 1 ng/ml EGF(don't filter), 0.01 mM ethanolamine, 0.01 mM phosphorylethanolamine, 100 pM triiodothyronine, 0.5% bovine serum albumin, 0.5 mM sodium pyruvate,  2mM L-glutamine, 10nM HEPES",5,<undefined>,138.7,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,272.2196239,LUAD,NCIH1651
SKUT1_SOFT_TISSUE,-939,"SK-UT-1",primary,soft_tissue,smooth_muscle,uterus,NS,leiomyosarcoma,NS,NS,NS,female,<undefined>,75,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"adherent epithelial","EMEM + 10% FBS","NA",5,<undefined>,41.6,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_Leiomyo,448.08848,SARC,
MDAMB175VII_BREAST,-759,"MDA-MB-175-VII",metastasis,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,56,african_american,<undefined>,African_american,pleura,invasive_ductal_carcinoma,CCLE,ATCC,"Adherent","RPMI+10%FBS","NA",5,<undefined>,133.7,breast,breast,Breast:Carcinoma,157.8873017,BRCA,
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-59,"SUP-B15",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,male,<undefined>,9,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,B-cell_ALL,B-cell_ALL,Leukemia:ALL,76.86299598,ALL,
BECKER_CENTRAL_NERVOUS_SYSTEM,-1016,"Becker",primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,male,<undefined>,57,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,HSRRB,"Adherent","<undefined>","<undefined>",5,<undefined>,67.8,glioma,glioma,CNS:Glioma_HighGrade,NaN,GBM,
NCIH226_LUNG,-367,"NCI-H226",metastasis,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Caucasian,pleura,lung_cancer,CCLE,ATCC,"<undefined>","RPMI-1640+10% FBS","NA",5,<undefined>,49.8,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,93.36313254,LUSC,NCIH226
NCIH1666_LUNG,-448,"NCI-H1666",metastasis,lung,NS,NS,NS,carcinoma,bronchioloalveolar_adenocarcinoma,NS,NS,female,<undefined>,50,caucasian,<undefined>,Caucasian,pleura,lung_cancer,CCLE,ATCC,"adherent","DMEM:F:12 (1:1) +10 %FBS",".005 mg/ml insulin, .01 mg/ml transferrin, 25nM sodium selenite, 50nM hydrocortisone, 1 ng/mL epidermal growth factor, 0.01mM ethanolamine, 0.01mM phosphorylethanolamine, 100pM triiodothyronine, 0.5%(w/v) bovine serum albumin, 0.5 mM sodium pyruvate, 2mM L-glutamine",5,<undefined>,258.6,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,110.7362811,LUAD,NCIH1666
SW1783_CENTRAL_NERVOUS_SYSTEM,-883,"SW 1783",primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_III,anaplastic,NS,male,<undefined>,68,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,glioma,glioma,CNS:Glioma_HighGrade,273.8360546,LGG,
ISTMES1_PLEURA,-569,"IST-MES1",primary,pleura,NS,NS,NS,mesothelioma,NS,NS,NS,female,<undefined>,70,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,mesothelioma,mesothelioma,Lung:Mesothelioma,114.6441614,MESO,
NCIH1734_LUNG,-675,"NCI-H1734",primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,56,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Adherent","RPMI-1640  +10% FBS","NA",5,<undefined>,NaN,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,153.1393568,LUAD,NCIH1734
NCIH2342_LUNG,-951,"NCI-H2342",primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,55,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"mix","DMEM:F12(1:1) + 10%FBS",".005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol,  2 mM L-glutamine",5,<undefined>,324.8,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,508.1042285,LUAD,NCIH2342
EBC1_LUNG,-563,"EBC-1",primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,69,<undefined>,<undefined>,Asian,<undefined>,lung_cancer,CCLE,RIKEN,"ADHERENT, EPITHIAL-LIKE","MEM+10%FBS","NA",5,<undefined>,80.5,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,161.3592702,LUSC,EBC1
YMB1_BREAST,-1249,"YMB-1",primary,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,63,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NA,"NA","NA","NA",NaN,NA,NaN,breast,breast,NA,NaN,BRCA,
OC316_OVARY,-1145,"OC 316",primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,60,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ICLC,"Monolayer Epithelial","RPMI-1640+ 5% FBS","2mM L-Glutamine",10,<undefined>,48.7,ovary,ovary,NA,NaN,OV,
HS936T_SKIN,-801,"Hs 936.T",primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,melanoma,melanoma,Skin:Melanoma,172.2454153,SKCM,
T173_FIBROBLAST,-529,"T1-73",primary,bone,NS,NS,NS,osteosarcoma,NS,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"adherent fibroblasts","DMEM + 10% FBS","4.5 g/L glucose, 1.5 g/L sodium bicarbonate",5,<undefined>,121.2,osteosarcoma,fibroblast_like,Bone:Sarcoma_Osteo,101.6822973,SARC,
NCIH322_LUNG,-837,"NCI-H322",primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,52,caucasian,<undefined>,Caucasian,<undefined>,lung_cancer,CCLE,EACC,"Adherent","RPMI1640+10%FBS","2mM L-Glutamine",NaN,<undefined>,60.7,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,207.8568338,LUAD,
HS618T_FIBROBLAST,-539,"Hs 618.T",primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,60,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Adherent","DMEM +10 %FBS","4.5 g/L glucose, 1.5 g/L sodium bicarbonate",5,<undefined>,30,lung_NSC,fibroblast_like,Lung:NSCLC_Adeno,108.9966548,LUAD,
HS870T_FIBROBLAST,-340,"Hs 870.T",primary,bone,NS,NS,NS,osteosarcoma,NS,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,osteosarcoma,fibroblast_like,Bone:Sarcoma_Osteo,90.68523156,SARC,
HS706T_BONE,-71,"Hs 706.T",primary,bone,NS,NS,NS,giant_cell_tumour,NS,NS,NS,female,<undefined>,16,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,giant_cell_tumour,giant_cell_tumour,NA,83.60584105,NA,
PANC1_PANCREAS,-164,"PANC-1",primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,<undefined>,56,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,35.8,pancreas,pancreas,Pancreas:Carcinoma,90.99857815,PAAD,PANC1
NCIH2291_LUNG,-718,"NCI-H2291",metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Caucasian,lymph_node,<undefined>,CCLE,ATCC,"Adherent , small pools of cells with large extracel. Space","RPMI 1640 +10% FBS","NA",5,<undefined>,NaN,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,159.0117836,LUAD,NCIH2291
T47D_BREAST,-147,"T-47D",metastasis,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,54,<undefined>,<undefined>,Caucasian,pleura,breast_cancer,CCLE,ATCC,"Adherent epithelial","RPMI-1640 + 10% FBS","0.2 Units/ml bovine insulin",5,<undefined>,188.6,breast,breast,Breast:Carcinoma,89.96583328,BRCA,T47D
HS742T_FIBROBLAST,-230,"Hs 742.T",primary,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,71,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"adherent fibroblast","DMEM+10% FBS","NA",5,<undefined>,NaN,breast,fibroblast_like,NA,100.7269609,NA,
BICR56_UPPER_AERODIGESTIVE_TRACT,-771,"BICR 56",primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,female,<undefined>,NaN,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ECACC,"adherent epithelial","DMEM + 10% FBS","2mM GLUTAMINE+0.4UG/ML HYDROCORTISONE",5,<undefined>,142.7,upper_aerodigestive,upper_aerodigestive,NA,157.1906164,HNSC,
BICR16_UPPER_AERODIGESTIVE_TRACT,-503,"BICR 16",primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,NaN,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ECACC,"ADHERENT","DMEM+10% FBS","2mM L-GLUTAMINE + 0.4UG/ML HYDROCORTISONE",5,<undefined>,85.6,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,124.7421995,HNSC,
TE10_OESOPHAGUS,-318,"TE-10",primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,RIKEN,"epithelial-like","RPMI 1640 +10%FBS","NA",NaN,NA,NaN,esophagus,esophagus,Oesophagus:Carcinoma,126.1761027,ESCA,
SKMEL28_SKIN,-615,"SK-MEL-28",primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,<undefined>,51,<undefined>,<undefined>,Caucasian,<undefined>,skin_cancer,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,melanoma,melanoma,Skin:Melanoma,124.5888771,SKCM,
BICR6_UPPER_AERODIGESTIVE_TRACT,-415,"BICR 6",primary,upper_aerodigestive_tract,pharynx,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,NaN,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ECACC,"Adherent keratinocyte","DMEM+10%FBS","2mM L-Glutamine ; 0.4 ug/ml Hydrocortisone",5,<undefined>,119.4,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,108.9208548,HNSC,
BHY_UPPER_AERODIGESTIVE_TRACT,-548,"BHY",primary,upper_aerodigestive_tract,head_neck,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,52,asian,<undefined>,Asian,<undefined>,<undefined>,CCLE,DSMZ,"epithelial- like polygonal or round and flat cells (sometimes spindle- form, very heterogenous) growing in monolayers","DMEM + 10% FBS","N/A",10,~  70 hrs,67.6,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,158.748475,HNSC,
AZ521_SMALL_INTESTINE,-1015,"AZ-521",metastasis,stomach,NS,NS,NS,carcinoma,NS,NS,NS,<undefined>,<undefined>,NaN,asian,japan,African_american,NS,<undefined>,CCLE,NA,"NA","NA","NA",NaN,NA,NaN,stomach,other,NA,NaN,NA,
SH4_SKIN,-441,"SH-4",metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,<undefined>,60,caucasian,<undefined>,Caucasian,pleura,<undefined>,CCLE,ATCC,"mixture of spindle-shaped and epithelial-like cells","DMEM+10% FBS","NA",5,<undefined>,68.9,melanoma,melanoma,Skin:Melanoma,109.5410231,SKCM,
KPL1_BREAST,-28,"KPL-1",metastasis,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,50,asian,japan,Caucasian,pleura,breast_cancer,CCLE,DSMZ,"adherent growing in monolayers(very dense colonies)","90% Dulbecco's MEM + 10% h.i. FBS","NA",NaN,~  50 hrs,NaN,breast,breast,Breast:Carcinoma,117.7551518,BRCA,
CGTHW1_THYROID,-1023,"CGTH-W-1",metastasis,thyroid,NS,NS,NS,carcinoma,follicular_carcinoma,NS,NS,female,<undefined>,70,asian,chinese,Caucasian,sternum,<undefined>,CCLE,DSMZ,"Adherent large epitheloid cells with long processes growing in monolayers with multilayer foci","RPMI1640+10%FBS","NA",10,20-25hrs,31.6,thyroid,thyroid,Thyroid:Carcinoma,NaN,THCA,
TUHR4TKB_KIDNEY,-495,"TUHR4TKB",primary,kidney,NS,NS,NS,carcinoma,NS,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,RIKEN,"adherent","DMEM+10% FBS","NA",5,<undefined>,88.4,kidney,kidney,Kidney:Carcinoma,119.3989118,KIRC,
LS123_LARGE_INTESTINE,-501,"LS123",primary,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,65,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,<undefined>,"<undefined>","EMEM+10%FBS","NA",5,<undefined>,NaN,colorectal,colorectal,Colorectal:Carcinoma,110.6272486,COAD/READ,
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-4,"HEL",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M6,NS,male,<undefined>,30,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"Round cells to occasionally polynucleated, single cells in suspension, few adherent","RPMI1640+10%FBS","NA",10,36 hrs,38.4,AML,AML,Leukemia:AML,98.18537713,LAML,
HPAC_PANCREAS,-270,"HPAC",primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,64,caucasian,<undefined>,Caucasian,<undefined>,Pancreatic Cancer,CCLE,ATCC,"ADHERENT EPITHELIAL;","DMEM:F12 + 5% FBS","Insulin + EGF",5,<undefined>,69.7,pancreas,pancreas,Pancreas:Carcinoma,98.3442931,PAAD,HPAC
RCC10RGB_KIDNEY,-189,"RCC10RGB",primary,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,male,<undefined>,NaN,asian,<undefined>,Asian,<undefined>,<undefined>,CCLE,RIKEN,"ADHERENT; EPITHELIAL-LIKE","DMEM+10% FBS","NA",5,<undefined>,122.9,kidney,kidney,Kidney:Carcinoma,130.9359681,KIRC,
JHOM1_OVARY,-237,"JHOM-1",primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,RIKEN,"ADHERENT; EPITHELIAL-LIKE","DMEM:F12+10% FBS","0.1mM NEAA",5,<undefined>,60,ovary,ovary,Ovary:Carcinoma,102.7469499,OV,
SU8686_PANCREAS,-114,"SU.86.86",primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,57,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","RPMI-1640+10% FBS","NA",5,<undefined>,62.1,pancreas,pancreas,Pancreas:Carcinoma,82.22981768,PAAD,SU8686
HCC33_LUNG,-515,"HCC-33",metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,<undefined>,52,caucasian,<undefined>,Caucasian,pleura,lung_cancer,CCLE,DSMZ,"ROUND TO OVOID CELLS GROWING SINGLY OR IN CLUMPS","RPMI-1640+20% FBS","NA",5,40 hrs,93.7,lung_small_cell,lung_small_cell,Lung:SCLC,126.7459796,SCLC,
TE6_OESOPHAGUS,-605,"TE-6",primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,RIKEN,"epithelial-like","RPMI 1640 +10%FBS","NA",NaN,NA,NaN,esophagus,esophagus,Oesophagus:Carcinoma,151.5654424,ESCA,
JHOC5_OVARY,-324,"JHOC-5",primary,ovary,NS,NS,NS,carcinoma,clear_cell_carcinoma,NS,NS,female,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,RIKEN,"epithelial-like","(DMEM: HamF12=1:1) +10%FBS","0.1mM NEAA",NaN,NA,NaN,ovary,ovary,Ovary:Carcinoma,155.1495548,OV,
ACCMESO1_PLEURA,-86,"ACC-MESO-1",metastasis,pleura,NS,NS,NS,mesothelioma,NS,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,pleura,<undefined>,CCLE,RIKEN,"fibroblast-like","RPMI 1640 +10% FBS","NA",NaN,NA,NaN,mesothelioma,mesothelioma,Lung:Mesothelioma,112.0205451,MESO,
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-245,"BL-41",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,male,<undefined>,8,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"Adherent","RPMI + 10 % FBS","NA",5,<undefined>,25.5,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,84.59612727,DLBC,
SNU1214_UPPER_AERODIGESTIVE_TRACT,-715,"SNU-1214",primary,upper_aerodigestive_tract,larynx,glottis,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,55,asian,<undefined>,Asian,<undefined>,<undefined>,CCLE,KCLB,"epithelial; monolayer","RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%","25mM Hepes and 25mM NaHCo3",NaN,96 hrs,NaN,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,193.9530872,HNSC,
CORL105_LUNG,-161,"COR-L105",primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,NaN,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,GNF,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,86.52454761,LUAD,
LMSU_STOMACH,-255,"LMSU",metastasis,stomach,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,lymph_node,<undefined>,CCLE,RIKEN,"epithelial-like","HamF10 +10% FBS","NA",NaN,NA,NaN,stomach,stomach,Gastric:Carcinoma,127.4914675,STAD,
SNU1197_LARGE_INTESTINE,-412,"SNU-1197",primary,large_intestine,colon,NS,NS,carcinoma,NS,NS,NS,male,<undefined>,70,asian,<undefined>,Asian,<undefined>,<undefined>,CCLE,KCLB,"epithelial; monolayer","RPMI 1640 with glutamine(300mg/L), 90%,heat inactivated fetal bovine serum (FBS)10%","25mM Hepes and 25mM NaHCo3",NaN,60 hrs,NaN,colorectal,colorectal,Colorectal:Carcinoma,150.2724369,COAD/READ,
COLO668_LUNG,-803,"COLO 668",metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,female,<undefined>,47,<undefined>,<undefined>,Caucasian,brain,<undefined>,CCLE,ECACC,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,lung_small_cell,lung_small_cell,Lung:SCLC,185.27297,SCLC,
OSRC2_KIDNEY,-159,"OS-RC-2",primary,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,RIKEN,"epithelial-like","RPMI 1640 +10% FBS","NA",NaN,NA,NaN,kidney,kidney,Kidney:Carcinoma,96.71783566,KIRC,
HUH6_LIVER,-671,"HuH-6",primary,liver,NS,NS,NS,other,hepatoblastoma,NS,NS,male,pediatric,NaN,asian,japan,Asian,<undefined>,<undefined>,CCLE,RIKEN,"epithelial-like","DMEM + 10%FBS","NA",NaN,NA,NaN,liver,liver,Liver:Hepatoblastoma,174.0189681,LIHC,
PANC0203_PANCREAS,-42,"Panc 02.03",primary,pancreas,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,70,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"adherent","RPMI + 10% FBS","NA",5,<undefined>,102.2,pancreas,pancreas,Pancreas:Carcinoma,65.59323234,PAAD,
CJM_SKIN,-458,"CJM",metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,NS,<undefined>,CCLE,RIKEN,"epithelial-like","HamF10 +10% FBS","NA",NaN,NA,NaN,melanoma,melanoma,Skin:Melanoma,148.4423551,SKCM,
BICR22_UPPER_AERODIGESTIVE_TRACT,-794,"BICR 22",metastasis,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,NaN,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ECACC,"adherent; epithelial, keratinocyte","DMEM+20% FBS","2mM L-glutamine, 0.4ug/ml hydrocortisone",5,<undefined>,66,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,178.5846787,HNSC,
SHSY5Y_AUTONOMIC_GANGLIA,-1188,"SH-SY5Y",metastasis,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,female,<undefined>,4,<undefined>,<undefined>,NA,bone_marrow,<undefined>,CCLE,ATCC,"<undefined>","DMEM:F12 +10% FBS","NA",5,<undefined>,88.1,neuroblastoma,neuroblastoma,NA,NaN,NB,
TM31_CENTRAL_NERVOUS_SYSTEM,-592,"TM-31",primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,RIKEN,"fibroblast-like","MEM +10%FBS","NA",NaN,NA,NaN,glioma,glioma,CNS:Glioma,173.450738,NA,
SNU1272_KIDNEY,-513,"SNU-1272",primary,kidney,NS,NS,NS,carcinoma,clear_cell_renal_cell_carcinoma,NS,NS,female,<undefined>,63,asian,<undefined>,Asian,<undefined>,<undefined>,CCLE,KCLB,"epithelial; monolayer","RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%","25mM Hepes and 25mM NaHCo3",NaN,153 hrs,NaN,kidney,kidney,Kidney:Carcinoma,162.6978801,KIRC,
KPNRTBM1_AUTONOMIC_GANGLIA,-345,"KP-N-RT-BM-1",metastasis,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,bone_marrow,neuroblastoma,CCLE,HSSRB,"neuroblast-like","RPMI 1640 medium with 10% fetal bovine serum","NA",NaN,NA,404.8,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,121.7551211,NB,
BICR18_UPPER_AERODIGESTIVE_TRACT,-992,"BICR 18",primary,upper_aerodigestive_tract,larynx,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ECACC,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,212.3890798,HNSC,
TE4_OESOPHAGUS,-917,"TE-4",primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,RIKEN,"epithelial-like","RPMI 1640 +10%FBS","NA",NaN,NA,NaN,esophagus,esophagus,Oesophagus:Carcinoma,398.1513421,ESCA,
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1162,"PCM6",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,Riken,"Suspension; plamacyte-like","McCoy's 5A +20% FBS","NA",5,<undefined>,NaN,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,NaN,MM,
ECC10_STOMACH,-560,"ECC10",metastasis,stomach,NS,NS,NS,carcinoma,small_cell_adenocarcinoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,liver,<undefined>,CCLE,RIKEN,"other","RPMI 1640 +10%FBS","NA",NaN,NA,NaN,stomach,stomach,Gastric:Carcinoma,158.8387503,STAD,
